COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;QUERY;NOTE
AD57;Regione Umbria - DGR 1394/2013 Ass. tec. - E - Supporto attuazione Linea di azione 4.2.1a;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AP02;Regione Umbria - Azione 3.4.1 - Accordo di Programma Quadro in materia di tutela e salvaguardia dei beni culturali;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AD60;Regione Umbria - PUC3 Azione IV.3.1a - DGR 281/2013- Altre AttivitÃÂ  Produttive;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD67;Regione Umbria - 2.2.2a - Bando per il finanziamento promocommercializzazione e incoming;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD65;Regione Umbria - 2.2.2a - Riapertura termini bando per il finanziamento di interventi volti all'innalzamento degli standard di qualitÃÂ  alberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD68;Regione Umbria - 2.2.2b - Bando centri commerciali naturali comuni Perugia e Terni ÃÂ¿ Commercio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD66;Regione Umbria - 2.2.2a - Nuovo bando innalzamento qualitÃÂ  alberghiera-extralberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD62;Regione Umbria - PUC3 Azione 2.2.2b - DGR 281/2013 - AttivitÃÂ  Produttive Commercio e Turismo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD69;Regione Umbria - 2.2.2b - Bando ristorazione di qualitÃÂ  - Commercio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD72;Regione Umbria - 3.5.2a - PAR FSC 2014 - III Linea di intervento Azioni di sistema;STRUMENTI DI ATTUAZIONE DIRETTA;0;
APQUAR1;La Regione attiverÃ  per ognuna delle 4 aree interne lo strumento dell'ITI, la cui attuazione Ãš prevista tramite APQ;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;0;
FVG1;Strumento attuazione diretta PAR FSC Friuli Venezia Giulia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
FRDS;Accordo di Programma Quadro finalizzato alla razionalizzazione del sistema fognario dellÃÂ¿ATO ÃÂ¿Orientale GorizianoÃÂ¿- 1ÃÂ° Lotto -  Potenziamento impianto di depurazione di Staranzano (Gorizia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
FRFE;FSC 2007-2013 e 2014-2020 - APQ ?Progetto integrato di messa in sicurezza, bonifica e reindustrializz. stabilimento Ferriera di Servola (TS) - AdP ex art.252bis d.lvo 152/2006 - Asse I, Azione II;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
FRDP;Accordo di programma quadro finalizzato all'adeguamento dell'impianto di depurazione di Servola (Trieste);ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LO2017001;APQ aree interne LOMBARDIA - VALCHIAVENNA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;0;
01;PROGRAMMA OPERATIVO 2014-2020;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;0;
ROP14-20;PROGRAMMA OPERATIVO FSE 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;0;
PUGLIA1;PATTO PER LA PUGLIA;STRUMENTI ATTUAZIONE DIRETTA;0;
PCSL;Invertenti a sostegno dello sviluppo locale;STRUMENTI ATTUAZIONE DIRETTA;0;
CMFT;"Interventi sulle ""green infrastructure"" forestali regionali";STRUMENTI ATTUAZIONE DIRETTA;0;
PCFE;Infrastrutture di trasporto ferroviario;STRUMENTI ATTUAZIONE DIRETTA;0;
PCST;Infrastrutture di trasporto stradale;STRUMENTI ATTUAZIONE DIRETTA;0;
PCES;Interventi di edilizia scolastica;STRUMENTI ATTUAZIONE DIRETTA;0;
PCGR;Interventi sulla gestione dei rifiuti;STRUMENTI ATTUAZIONE DIRETTA;0;
PCCI;Interventi sul ciclo integrato delle acque;STRUMENTI ATTUAZIONE DIRETTA;0;
PCBO;Interventi di bonifica ambientale;STRUMENTI ATTUAZIONE DIRETTA;0;
PCRT;Rione Terra;STRUMENTI ATTUAZIONE DIRETTA;0;
CM19;Summer Universiade Napoli 2019;ACCORDO DI PROGRAMMA QUADRO;0;
