OC_CODICE_PROGRAMMA;COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PSCLIGURIA;LIGLT;"Liguria in rete - Secondo Atto integrativo ""Societa' dell'Informazione""";ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGLU;"Liguria in rete - Terzo Atto integrativo ""Rafforzamento Societa' dell'Informazione""";ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGLV;Liguria in rete- IV Atto Integrativo rafforzamento -SocietÃ  dell'Informazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGLZ;"Liguria in rete - V Atto integrativo ""Rafforzamento SocietÃ  dell'informazione""";ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMG;Metropolitana di Genova - Tratta De Ferrari-Brignole;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMH;I Atto integrativo - Trasporti: rafforzamento del servizio ferroviario;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMI;II Atto Integrativo - Trasporti: rafforzamento del servizio ferroviario;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMS;Interventi per la mobilita sostenibile;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMT;Interventi per la mobilita sostenibile - Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMU;Interventi per la mobilitÃ  sostenibile - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMV;Interventi per la mobilitÃ  sostenibile - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGMW;Interventi per la mobilitÃ  sostenibile - IV Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGPT;Infrastrutture Patti Territoriali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIRA;Riqualificazione Urbana - VI Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRC;Ricerca Scientifica - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRI;Tutela delle acque e gestione integrata delle risorse idriche;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRJ;Ciclo integrato dell'acqua;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRK;Tutela delle Acque (secondo integrativo);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRS;Ricerca Scientifica;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRT;Ricerca scientifica - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRU;Riqualificazione Urbana - Edilizia Scolastica ed Universitaria;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRW;Riqualificazione Urbana - RAU - V Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRX;Riqualificazione Urbana - Infrastrutture Turistiche;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRY;Riqualificazione urbana - PrÃš;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGRZ;Riqualiicaz. urbana - Infrastrutture turistiche - IV atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGSF;Studi di fattibilitÃ ;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGST;Salvagurdia, tutela e svliluppo del territorio ligure;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGSU;Salvaguardia e tutela del territorio - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLIGURIA;LIGTE;Distretto tecnologico per i sistemi intelligenti;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LIGURIA;0;
PSCLOMBARDIA;LOMAL;Ripristino danni alluvione 2000 in aree depresse;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMAR;Aree Urbane- Navigli;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMBE;II Atto integrativo Beni culturali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMDS;Difesa del suolo e prevenzione e difesa dal dissesto idrogeologico;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMMA;AccessibilitÃ  all'aeroporto di Malpensa;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMMD;Ricerca, Sviluppo e Innovazione - Metadistretti;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCTRANSECOLOG;LOMPR;Progettazione di interventi di difesa del suolo fino all'esecutivo finanziati dal Ministero dell'Ambiente;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCLOMBARDIA;LOMRC;Accordi di programma quadro in materia di ricerca;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMRI;Tutela delle acque e gestione integrata delle risorse idriche;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMRS;Potenziamento di AttivitÃ  di ricerca in ambito sanitario e dell'edilizia;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSI;Societa' dell'Informazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSK;SocietÃ  dell'informazione - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSL;Infrastrutture per lo sviluppo locale in aree depresse;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSM;Sviluppo Locale - Primo Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSN;Sviluppo locale - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSO;Sviluppo Locale - III Atto integrativo - S.Pellegrino terme;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSX;SocietÃ  dell'informazione - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMSZ;Sicurezza;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMTF;Potenziamento del Servizio Ferroviario Regionale;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMTG;Potenziamento Servizio ferroviario regionale - Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LOMTH;Potenziamento servizio ferroviario regionale - II atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
2012MISE1PAC22;LASV;Lavoro & Sviluppo  MLPS - DipTurismo;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
FSCACTBENICONF;BALZ;"Progetti afferenti a ""La Balzana""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;BENI CONFISCATI;0;
PSCMOLISE;MO3N;APQ GESTIONE DEI RIFIUTI URBANI - II^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMARCHE;MARBC;Beni Culturali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARBD;Interventi di Riparazione di Beni Culturali - Integrativo Alta Rilevanza Strategica Sisma 1997;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARBE;Beni culturali - II Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARCA;S.d.f. valorizzazione polo universitario camerte;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARDS;S.d.f. interventi prioritari difesa suolo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARDT;Difesa del suolo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARDU;Difesa Suolo - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARDV;Difesa Suolo - II Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARFA;S.d.f. economie esterne distretto di Fabriano;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARGR;Gestione dei Rifiuti;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARGS;Gestione dei Rifiuti - Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARGT;Gestione rifiuti - II atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
2007PI004MA007;MARI;PIANO STRAORDINARIO DI TUTELA E GESTIONE DELLA RISORSA IDRICA FINALIZZATO PRIORITARIAMENTE A POTENZIARE LA CAPACITA' DI DEPURAZIONE DEI REFLUI URBANI;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PS RISORSA IDRICA MARCHE;0;
PSCMARCHE;MARIA;Inquinamento Atmosferico;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARIO;Ricerca e Innovazione - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARIP;Ricerca e innovazione - II atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARIQ;Ricerca e innovazione - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARMS;S.d.f. per la valorizzazione Parco Monti Sibillini;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARPE;Valorizzazione e salvaguardia del patrimonio edilizio nei territori colpiti dal sisma del 1997;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARRI;Tutela delle acque e gestione integrata delle risorse idriche;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSF;SocietÃ  dell'Informazione - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSI;Societa' dell'Informazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSJ;SocietÃ  dell'informazione - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSK;SocietÃ  dell'Informazione - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSL;Sviluppo Locale - Infrastrutture dei patti territoriali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSP;Sistemi Portuali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSQ;Sistemi portuali - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARSR;Sistemi portuali - II Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARTF;Trasporto Ferroviario;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARTG;Trasporto Ferroviario - I Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARVT;Atto Intergrativo Viabilita Statale - Interventi in Attuazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARVV;ViabilitÃ  Statale - Secondo Accordo Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARVX;ViabilitÃ  Statale - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARVY;ViabilitÃ  stradale - IV Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
PSCMARCHE;MARVZ;ViabilitÃ  stradale - V Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MARCHE;0;
FSCMILITSPORT;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2007-2013;FSC;IMPIANTI SPORTIVI GRUPPI MILITARI;0;
2014IT16M2OP005;A32;Informazione e comunicazione;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON RICERCA;0;
2012MISE1PAC22;DMMC;D.M. 29.07.2013 Macchinari;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
PSCCAMPANIA;CAMN;APQ Metropolitana di Napoli Linea 1;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CAMPANIA;0;
2007MO002FA009;MO1A;I.A Sostegno mirato e veloce per le imprese e il lavoro;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO1A;I.A Sostegno mirato e veloce per le imprese e il lavoro;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO1B;I.B Fondo di garanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO1B;I.B Fondo di garanzia;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO1C;I.C Innovazione e Ricerca Universitaria;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO1C;I.C Innovazione e Ricerca Universitaria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO2M;II.A AccessibilitÃ  materiale - ViabilitÃ  1Â° Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO2N;ACCESSIBILITA' MATERIALE - VIABILITA' - II^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO2N;ACCESSIBILITA' MATERIALE - VIABILITA' - II^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO2O;II.A AccessibilitÃ  materiale - ViabilitÃ  3Â° Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO2P;Viabilita - IV^ Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO3B;III.B Difesa suolo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO3B;III.B Difesa suolo;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO3C;GESTIONE DEI RIFIUTI URBANI;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO3D;APQ SISTEMA IDRICO E FOGNARIO DEPURATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO3F;III.F Sicurezza e legalitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO3M;APQ GESTIONE DEI RIFIUTI URBANI - I^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO4A;IV.A Inclusione sociale e interventi socio-educativi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007IT001FAOS2;MO4A;IV.A Inclusione sociale e interventi socio-educativi;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;ODS MOLISE;0;
PSCMOLISE;MO4B;IV.B Rete socio-sanitaria regionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO5A;V.A Istruzione;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO5A;V.A Istruzione;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MO5B;V.B Progetto Scuola Sicura;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSE;Scuola - II Atto Integrativo (Cipe 3/2006);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO6A;VI.A Assistenza tecnica, collaborazione specialistica e sistema di incentivazione e di premialitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO6B;VI.B Valutazione;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO6C;VI.C Monitoraggio;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO6D;VI.D Comunicazione, informazione e pubblicitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2007MO002FA009;MO7D;VII.D Copertura disavanzo sanitario (art.2, comma 90 legga 23 dicembre 2009, n. 191 - Delibera CIPE n. 12/2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MOLISE;0;
PSCMOLISE;MOA1;Eventi atmosferici 2008 (OPCM 3734/09);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOA2;Danni alluvionali 2003 (OPCM 3268/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOA3;Danni alluvionali - D.P.C.M. 2210/10;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAG;Agricoltura (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAH;Agricoltura - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAI;Agricoltura - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAJ;Agricoltura - IV Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAL;Agricoltura - III Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAM;Ambiente (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOAN;Ambiente - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOAO;Ambiente - II Atto Integrativo (Cipe 35/05);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOAP;Ambiente - III Atto Integrativo (Cipe 3/2006);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAU;Aree Urbane;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLAV;Aree urbane - I Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLBC;Beni Culturali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLBD;Beni Culturali - Primo Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLBE;Beni Culturali - Secondo Atto Integrativo (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOBF;Beni Culturali - III Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOBG;Beni culturali - IV atto integrativo  (Cipe 3/2006);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLCT;Citta' (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOCU;CittÃ  - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLCV;CittÃ  - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLCW;CITTA' - III^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLDS;Difesa Suolo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLDT;Difesa Suolo - Atto Integrativo (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MODU;Difesa Suolo - II Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLPE;Pesca (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLPG;Politiche giovanili;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLPL;Politiche del lavoro (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLPM;Politiche del Lavoro - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLPN;Politiche del lavoro - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRC;Ricerca e Innovazione (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRD;Ricerca e Innovazione - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRI;Tutela delle acque e gestione integrata delle risorse idriche;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRJ;Tutela delle acque e gestione integrata delle risorse idriche - Atto Integrativo (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRK;Risorse Idriche - II Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLRL;RISORSE IDRICHE - III ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSA;Infrastrutture Sanitarie (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSB;Infrastrutture Sanitarie - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSD;Scuola - I Atto Integrativo (Cipe 20/04);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;CISMO;Contratto Istituzionale di Sviluppo Molise;CONTRATTI ISTITUZIONALI DI SVILUPPO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSI;APQ in materia di e-government e SocietÃ  dell'informazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSL;Sviluppo Locale (Cipe 17/03);ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOLSM;Sviluppo locale - I atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC MOLISE;0;
