COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
MO6A;VI.A Assistenza tecnica, collaborazione specialistica e sistema di incentivazione e di premialitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
MO6B;VI.B Valutazione;STRUMENTI DI ATTUAZIONE DIRETTA;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
MO6C;VI.C Monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
MO6D;VI.D Comunicazione, informazione e pubblicitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
MO7D;VII.D Copertura disavanzo sanitario (art.2, comma 90 legga 23 dicembre 2009, n. 191 - Delibera CIPE n. 12/2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
MOA1;Eventi atmosferici 2008 (OPCM 3734/09);ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOA2;Danni alluvionali 2003 (OPCM 3268/03);ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOA3;Danni alluvionali - D.P.C.M. 2210/10;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOPS;Piano straordinario per la tutela e la gestione della risorsa idrica  Art. 1, comma 112 Legge 147/2012;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA005;2007-2013;FSC;PS RISORSA IDRICA MOLISE;0;
MOS1;Edifici di culto e immobili annessi;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS2;"Immobili privati in classe di prioritÃÂ  ""A""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS3;"Immobili privati in classe di prioritÃÂ  ""A"" 1ÃÂ° Atto integrativo";ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS4;Edilizia scolastica;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS5;Opere pubbliche;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS6;INTERVENTI DI RIPARAZIONE FUNZIONALE;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS7;Anticipazione al Comune di S.Giuliano di Puglia per risarcimento danni,patrimoniali e non, riconosciuti alle parti civili a seguito del crollo della Scuola Jovine. Sent. 173/2010 SCC IV Sez. penale;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS8;Interventi di riparazione funzionale - I^ Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOS9;"Immbobili privati in classe di priorita ""A"" - II^ Atto Integrativo";ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
MOSZ;Azioni di sistema;ACCORDO DI PROGRAMMA QUADRO (APQ);2007MO002FA008;2007-2013;FSC;PRA MOLISE;0;
SAMS;1.2.1 Interventi per il rafforzamento del sistema metropolitano in termini di mobilitÃ  sostenibile;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
NAPOLI2016;Patto per la cittÃ  di Napoli sottoscritto il 26 ottobre 2016 tra il Presidente del Consiglio dei Ministri e il Sindaco Metropolitano.;STRUMENTI ATTUAZIONE DIRETTA;2016PATTINAP;2014-2020;FSC;PATTO NAPOLI;0;
NA-AG-2019;Ampliamento offerta servizi per l'infanzia, Piano straordinario Asili Nido, Delibera Cipe 15/2019;STRUMENTI ATTUAZIONE DIRETTA;2016PATTINAP;2014-2020;FSC;PATTO NAPOLI;0;
UM2019001;APQ aree interne UMBRIA - Nord-Est Umbria;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2018AREAINTUMB;2014-2020;SNAI;SNAI UMBRIA;0;
NOITECH;Parco tecnologico Provincia Autonoma di Bolzano - Brunico - Delibera cipe 18/2018;STRUMENTI ATTUAZIONE DIRETTA;2018BOLZPOLTEC;2014-2020;FSC;POLI TECNOLOGICI P.A. BOLZANO;0;
OS02;Delibera CIPE n.79/2012 - Servizio idrico integrato;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS3;2007-2013;FSC;ODS CAMPANIA;0;
OS04;Delibera CIPE n.79/2012 - Servizi di cura per l'infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS3;2007-2013;FSC;ODS CAMPANIA;0;
OS01;Delibera CIPE n.79/2012 - Istruzione;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS3;2007-2013;FSC;ODS CAMPANIA;0;
OSB1;Obiettivo di servizio I - Istruzione - interventi infrastrutturali;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OSB2;Obiettivo di servizio I - Istruzione - interventi di adeguamento e potenziamento infrastrutture e laboratori;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OSB3;Obiettivo di servizio II - Servizi di cura per l'infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OSB4;Obiettivo di servizio II - Servizi di cura per gli anziani non autosufficienti;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OSB5;Obiettivo di servizio III - Gestione dei rifiuti urbani;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OSB6;Obiettivo di servizio IV - Servizio idrico integrato;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS5;2007-2013;FSC;ODS BASILICATA;0;
OVCO;Costruzione dell'ospedale unico ASL Verbano-Cusio-Ossola di Ornavasso;STRUMENTI ATTUAZIONE DIRETTA;2018REGPIEMFSC;2014-2020;FSC;OSPEDALE UNICO DI ORNAVASSO;0;
CAOM;"APQ ""Completamento e forniture Nuovo Ospedale della zona orientale di Napoli""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
PA01;Stumento Attuativo PA FSC Comune di Palermo;STRUMENTI DI ATTUAZIONE DIRETTA;2007SI002FAPA1;2007-2013;FSC;PAS COMUNE DI PALERMO;0;
VAAC;PAC MIBACT-Valorizzazione aree di attrazione culturale;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIBACPAC21;2007-2013;POC;PAC MIBACT;0;
POST;Potenziamento Strutturale - DD254;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
STUP;Start-up innovative con D.D. 436 del 13 marzo 2013;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
VAAC;PAC MIBACT-Valorizzazione aree di attrazione culturale;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT161PO001:::2012MIBACPAC21;2007-2013;FESR;POIN CONV FESR ATTRATTORI CULTURALI, NATURALI E TURISMO:::PROGRAMMA PAC MINISTERO DEI BENI CULTURALI;0;
PSGC;Programma Straordinario per la Giustizia in Calabria;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC23;2007-2013;POC;PAC MININT SICUREZZA E LEGALITA' IN CALABRIA;0;
PON2;Distretti ad Alta Tecnologia e Laboratori Pubblico-Privati;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
PAMOAT.BA;Bonifica Ambientale;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOAT.IF;Sistema Idrico Fognario;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOAT.QA;QualitÃ  dell'Aria;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOAT.ST;Ripristino Sicurezza del Territorio;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOAT.STD;Ripristino Sicurezza del territorio - Consolidamento Dissesti;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIF.OF;Valorizzazione offerta formativa UniversitÃ  degli Studi del Molise;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIF.OS;Ampliamento dell'offerta scolastica/formativa;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIF.PA;Sistema, eventi e poli di attrazione turistica scolastica e complementare;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIF.SU;Sistema di orientamento dalla Scuola all'UniversitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.AT;Assistenza Tecnica alle AttiviitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.CC;Completamento progetti FESR 2007/13  non conclusi;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.FP;Fondo di progettazione per interventi infrastrutturali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.IF;Sistema Idrico Fognario - Completamento Diga Chiauci;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.IS;Infrastrutture e forniture per ottimizzazione servizio ospedaliero;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.SF;Sistema Ferroviario;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.SS;Messa in sicurezza di infrastrutture esistenti (Piano straordinario di messa in sicurezza delle strade nei piccoli comuni delle aree interne ex delibera CIPE n.14/2019);STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOIN.VI;ViabilitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOSE.AC2;Area di crisi - miglioramento infrastrutture zone industriali, logistica svincoli o situazioni particolari AI e PIP;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOSE.AC3;Aiuti alle PMI per il rilancio produttivo dell'area di crisi complessa;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.AD;Completamento funzionale Sistema Albergo Diffuso;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.IP;Valorizzazione e tutela di itinerari e percorsi ad alto valore naturalistico e paesaggistico a fini turistici, della mobilitÃ  sostenibile alternativa;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.IS;Impiantistica sportiva con poli integrati con offerta scolastica, turistica e qualitÃ  della vita;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.MA;Molise archeologico - rete di scavi diffusi e coordinati con borghi e contesti attrezzati per accoglienza;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.MAV;Molise archeologico - rete di scavi diffusi e coordinati con borghi e contesti attrezzati per accoglienza - Valorizzazione del patrimonio archeologico della Regione Molise;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.MI;Molise che Incanta - Azioni di promozione, marketing, auto narrazione e comunicazione del sistema della cultura e del turismo molisani;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.MT;Valorizzazione sistema diffuso del mare attraverso mobilitÃ  turistica sostenibile;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.PR;Valorizzazione del patrimonio edilizio religioso di pregio;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.PS;Azioni per il recupero, conservazione e valorizzazione anche in rete del patrimonio storico ed artistico a fini di fruizione turistica (castelli e palazzi nobiliari);STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.RU;"Progetto Razza Umana - Valorizzazione identitÃ  regionale - ""Il Molise ci mette la faccia""";STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.SL;Valorizzazione sistemi lacuali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAMOTC.ST;Valorizzazione integrata dei sistemi turistici montani;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIMOL;2014-2020;FSC;PATTO MOLISE;0;
PAPA;PATTO PER LO SVILUPPO DELLA CITTA' DI PALERMO;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIPAL;2014-2020;FSC;PATTO PALERMO;0;
SAPA;6.1.1 Azioni di rafforzamento della P.A. attraverso azioni di assistenza tecnica, sviluppo capacitÃ  e competenze, informazione, divulgazione;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
1MUR;MIUR - Asse 1;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
PIES;Accordo di Programma Quadro per l'attuazione del Piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA001;2007-2013;FSC;PS RISORSA IDRICA PIEMONTE;0;
A21;Infrastrutture di Ricerca;STRUMENTI ATTUAZIONE DIRETTA;2014IT16M2OP005;2014-2020;FESR-FSE;PON RICERCA;0;
A21:::A21;Infrastrutture di Ricerca:::Infrastrutture di Ricerca;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16M2OP005:::2017FSCRICERCA;2014-2020;FESR;PON FESR FSE RICERCA E INNOVAZIONE:::PIANO STRALCIO RICERCA E INNOVAZIONE;0;
AFV1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Friuli Venezia Giulia;ACCORDO DI PROGRAMMA QUADRO (APQ);2007IT004FAMA1;2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
POC3;Asse III POC Cultura;STRUMENTI ATTUAZIONE DIRETTA;2016POCCULTURA1;2014-2020;POC;POC CULTURA;0;
POC1;Asse I POC Cultura;STRUMENTI ATTUAZIONE DIRETTA;2016POCCULTURA1;2014-2020;POC;POC CULTURA;0;
PROC;PROOF OF CONCEPT;STRUMENTI ATTUAZIONE DIRETTA;2017FSCRICERCA;2014-2020;FSC;PIANO FSC RICERCA E INNOVAZIONE;0;
OT_6;Rafforzamento delle dotazioni culturali;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP001;2014-2020;FESR;PON CULTURA;0;
RIND;Bando Ricerca Industriale;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
SMAC;Bando Smart Cities and Communities and Social Innovation;STRUMENTI DI ATTUAZIONE DIRETTA;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
PTIR;Infrastrutture di ricerca POC;STRUMENTI ATTUAZIONE DIRETTA;2017POCRICERCA1;2014-2020;POC;POC RICERCA;0;
SAPO;4.1.1 Interventi di completamento/riqualificazione/ampliamento/efficientamento porti principali della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
PSAL;Poli tecnologici. Parco CittÃ  della Salute di Torino.;STRUMENTI ATTUAZIONE DIRETTA;2018PIEMPOLTEC;2014-2020;FSC;PARCO CITTA' DELLA SALUTE DI TORINO;0;
PSFPBAS;Piano Stralcio Fondo per la Progettazione degli interventi per il dissesto idrogeologico - Delibera CIPE 32/2015 - Regione Basilicata;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
SAPT;4.1.2 - 4.2.1 - 4.3.1 Interventi di sviluppo locale per la promozione del territorio Â¿ Programmazione territoriale;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SARC;3.a.1.1 Interventi di sostegno alla Ricerca;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SARF;1.1.4 Interventi strategici per il completamento e miglioramento della rete ferroviaria della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
CMTR;RIQUALIFICAZIONE TERRITORI A RISCHIO -SMA CAMPANIA;STRUMENTI DI ATTUAZIONE DIRETTA;2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
SARI;2.5.1 Interventi strutturali di mitigazione del rischio idrogeologico;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SOS4;Obiettivo di Servizio n. 4 - Servizio Idrico Integrato (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
SABC;"Fondo di sviluppo e coesione 2007-2013 Accordo di programma quadro rafforzato ""in materia di beni e attivita culturali"" Delibera CIPE 93/2012";ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
APOC;Assistenza Tecnica al POC;STRUMENTI ATTUAZIONE DIRETTA;2017POCRICERCA1;2014-2020;POC;POC RICERCA;0;
SARC;Completamento Autostrada Salerno-Reggio Calabria (FSC 2007 - 2013);STRUMENTI DI ATTUAZIONE DIRETTA;2007AN0021FA01;2007-2013;FSC;COMPLETAMENTO SALERNO-REGGIO CALABRIA;0;
SATA;Azioni di assistenza tecnica, sviluppo capacitÃÂ  e competenze, informazione, divulgazione.;STRUMENTI DI ATTUAZIONE DIRETTA;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SAVQ;"I Atto integrativo all'Accordo di programma quadro ""Infrastrutture strategiche regionali nel settore della viabilita""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SAVR;"Fondo di sviluppo e coesione 2007-2013 Accordo di programma quadro ""Interventi di rilevanza strategica regionale nel settore della viabilita""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SMAR;"Smart Cities, Communities and Social Innovation; soluzioni innovative per una cittÃÂ  diffusa ecosostenibile";ACCORDO DI PROGRAMMA QUADRO (APQ);2007BA001FA012;2007-2013;FSC;PRA BASILICATA;0;
UM2017001;APQ aree interne UMBRIA - SUD-OVEST ORVIETANO;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2018AREAINTUMB;2014-2020;SNAI;SNAI UMBRIA;0;
SOS3;Obiettivo di Servizio n. 3 - Gestione dei rifiuti urbani (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
SASO;5.2.2 Interventi per l'inclusione sociale e di miglioramento dei servizi alla popolazione;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SASP;Delibera CIPE 93/2012 Impianti sportivi e  per i giovani;ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SSOT;S. S. Sassari - Olbia;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SASS;1.10.1 Potenziamento, ammodernamento tecnologico e razionalizzazione della rete infrastrutturale e dell'offerta di servizi sanitari;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SASU;1.10.3 Interventi per il potenziamento delle strutture residenziali per studenti universitari;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
SATC;4.1.3 Attrattori turistico/culturali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
TGRI;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica,finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA006;2007-2013;FSC;PS RISORSA IDRICA VALLE D'AOSTA;0;
TNPM;"Accordo di programma quadro ""Progetto Manifattura"" - Trento";ACCORDO DI PROGRAMMA QUADRO (APQ);2007TR002FA010;2007-2013;FSC;PAR FSC P.A. TRENTO;0;
DPRU;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA010;2007-2013;FSC;PS RISORSA IDRICA TOSCANA;0;
TOSC;Sensi contemporanei: lo sviluppo dell'industria audiovisiva Regione Toscana;ACCORDO DI PROGRAMMA QUADRO;2015MBACTFSC017;2014-2020;FSC;PROGRAMMA SENSI CONTEMPORANEI;0;
CMTL;Disposizioni urgenti per la continuitÃÂ  dei servizi di trasporto;STRUMENTI DI ATTUAZIONE DIRETTA;2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
SATR;2.1.1 Interventi sul sistema di trattamento rifiuti;STRUMENTI ATTUAZIONE DIRETTA;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
CMTF;"Accordo di Programma Quadro ""Terra dei Fuochi""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
CM19;"APQ ""Summer Universiade Napoli 2019""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
CFAT;BCollegamento ferroviario funzionale Aosta-Torino;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VA002FA014;2007-2013;FSC;PAR FSC VALLE D'AOSTA;0;
VE11;Atmosfera ed energia da fonte rinnovabile - Riduzione consumi energetici e efficientamento degli edifici pubblici;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE12;Atmosfera ed energia da fonte rinnovabile - MobilitÃÂ  collettiva e propulsione ecocompatibile;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE20;APQ Difesa del suolo e della costa;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE2A;APQ in materia di difesa del suolo e della costa 2007-2013 - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE31;APQ Beni culturali - FSC 2007-2013;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE32;Beni Culturali e Naturali ÃÂ¿ Valorizzazione e tutela del patrimonio naturale e della rete ecologica regionale;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE3A;APQ Beni Culturali - FSC 2007-2013 - I Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE41;APQ MobilitÃÂ  sostenibile ÃÂ¿ Sistema Ferroviario Metropolitano Regionale;ACCORDO DI PROGRAMMA QUADRO (APQ);2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE42;MobilitÃÂ  sostenibile - Impianti a fune;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE43;MobilitÃÂ  sostenibile - Altri sistemi di trasporto collettivo a basso impatto ambientale;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE44;MobilitÃÂ  sostenibile - Piste ciclabili;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE52;Sviluppo locale - Progetti integrati di area o di distretto turistici culturali sostenibili;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE53;Sviluppo locale -  Riqualificazione dei centri urbani e della loro capacitÃÂ  di servizio;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE61;Realizzazione AttivitÃÂ  Assistenza Tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VE62;Realizzazione AttivitÃÂ  Assistenza Tecnica - Valutazione, studi e ricerche;STRUMENTI DI ATTUAZIONE DIRETTA;2007VE002FA015;2007-2013;FSC;PAR FSC VENETO;0;
VEBO;Attuazione del piano straordinario di bonifica delle discariche abusive individuate dalle competenti autorita statali in relazione alla procedura di infrazione comunitaria n.2003/2007;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PB006MA023;2007-2013;FSC;PIANO DISCARICHE VENETO;0;
VEPI;Accordo di Programma Quadro per l'attuazione di un Piano Straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA009;2007-2013;FSC;PS RISORSA IDRICA VENETO;0;
VEPSO02132;Piano Stralcio Fondo Progettazione dissesto idrogeologico - Veneto;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
